"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bahrain","BHR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.119455289678011","0.113372525660634","0.106930615697562","0.101294079688583","0.106447045167506","0.105397939386799","0.103706448495748","0.102898286867672","0.0945718943208545","0.0957350049831371","0.121690205470769","0.115005732011187","0.117107276054851","0.124720049835265","0.134809304249898","0.148663493216811","0.156965662823078","0.16572786988007","0.181089813383535","0.156555658591479","0.16620769222862","0.178678497672081","0.175509303808212","0.180676996707916","0.183868199586868","0.186731100082397","0.189881026744843","0.187117710709572","0.190719840918174","0.187524360339718","0.175094659565133","0.184081657106325",
"Bahamas, The","BHS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02787357038871","1.01966879811559","1.03588572005614","1.00327902523703","1.00374997274601","0.991023634866488","0.982783275370798","0.984746857444507","1.003479267275","0.99175011970153","0.97871987648881","0.96054377611905","0.9832641589291","0.975365923020198","0.961215004235683","0.979118723824605","0.957675344064173","0.959958004395036","0.955912868982922","0.939984825752757","0.925178599843342","0.89856344461441","0.915235459804535","0.903084576129913","0.904266655445099","0.936313271522522","0.924120187759399","0.901406764984131","0.892402937799746","0.889882776682553","0.848625526631096","0.827943328415102",
"Bosnia and Herzegovina","BIH","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.659663557342828","0.703279771212804","0.572834587551073","0.63639466888445","0.619356319808026","0.661782007111519","0.685254344286806","0.704498269896194","0.715732317023195","0.716753961086939","0.714376863690209","0.723433316137274","0.718461086030394","0.731083460314703","0.752856056609044","0.735196230916751","0.732249055861229","0.718159862246838","0.705941625359209","0.686155999307439","0.687204803393328","0.694090288261088","0.675565723966977","0.680664853803579","0.674439124301449","0.680560563284465","0.669361628202216","0.678900368412622",
"Belarus","BLR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13130947287573E-09","1.65468073825748E-08","1.8293845760772E-07","2.07065292289989E-06","4.14746928734144E-05","0.000309344823222044","0.00046695747280298","0.000787942981127875","0.0013758673899495","0.00565483516803489","0.0157753247642706","0.0276981360728178","0.0395169804098532","0.0506433951953647","0.0605027075232159","0.0697927989750111","0.0749809590103493","0.0824059908447447","0.0980074974066793","0.106399706214458","0.117006563083212","0.196053221821785","0.320173144340515","0.373921453952789","0.448664754629135","0.525160431861877","0.563757061958313","0.609042823314667","0.667040267635197","0.711851057896484","0.788722343819996","0.8543529997112",
"Belize","BLZ","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32118154509555","1.23732238007868","1.25882111900803","1.24998276195674","1.26785771282611","1.31697622383953","1.31872082706032","1.27720204396401","1.28172007742067","1.23540431821715","1.21378527426401","1.18410780047874","1.1863772033766","1.13077010132694","1.12335946578665","1.11999149644114","1.1323154643737","1.15456113618297","1.16215553324323","1.12407858181754","1.12976915680126","1.15122830867767","1.23902153968811","1.26428842544556","1.3124840259552","1.31852507591248","1.34227430820465","1.37506508827209","1.34643065997437","1.33699495955886","1.29351080873848","1.27733099966289",
"Bermuda","BMU","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87348347143617","0.899243356278835","0.903946856905531","0.928900590445447","0.927301218775816","0.946207137517929","1.2020488735243","1.22922108217035","1.24886442383288","1.26490998941554","1.1844887402585","1.14253011176805","1.22152637666001","1.23172205687648","1.25580527442536","1.29996298103934","1.32886146781967","1.37896579480801","1.42214027543207","1.42782974964483","1.44242425872155","1.39679682254791","1.45924818515778","1.44175946712494","1.4317272901535","1.41924369335175","1.39972507953644","1.36641585826874","1.35603460178108","1.36443597344786","1.34174542071956","1.30140209853527",
"Bolivia","BOL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.948371788231922","1.07962316753185","1.19489426746842","1.24376394557057","1.31459839236617","1.43473625895632","1.57209709312752","1.6336153394607","1.72933934113606","1.7464322041031","1.79646662599342","1.78974023948843","1.81198412828267","1.88939352621819","1.98660629474426","2.04063580571452","2.25003504547413","2.35236480745801","2.54770480324202","2.47022004690908","2.6551346264153","2.98091197013855","3.04548192024231","3.03339672088623","3.01775550842285","2.94069766998291","2.83471202850342","2.748943567276","2.76685804794461","2.69939906152859","2.61779123682591","2.61305609641246",
"Brazil","BRA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15792836553192E-05","5.78705764519837E-05","0.000604859729369662","0.012385198082249","0.283774756476061","0.539155170566004","0.627179507910037","0.664200674481223","0.689151686979401","0.734012247874198","0.757988853896991","0.802259624895445","0.867348032021663","0.970414143032404","1.01830575543263","1.06071615242248","1.09867155037988","1.13864329248033","1.21529122308391","1.29586542621872","1.38833565382814","1.4732164144516","1.60570442676544","1.70127630233765","1.81320106983185","1.98881411552429","2.13308167457581","2.18155694007874","2.22639708135016","2.27966906348355","2.36830548410386","2.52613133659202",
"Barbados","BRB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62045866954496","1.63791257356425","1.63540608691028","1.68053699178872","1.68176148165078","1.66395911679345","1.67551911165455","1.66221811159872","1.78677447348568","1.84005903845891","1.77549336845322","1.77553568202391","1.7641600060009","1.74932118552534","1.80287755554012","1.86461734557216","1.88220915206593","1.98973607202495","1.98590996363786","1.9388873512113","1.99051526992207","2.01888704299927","2.12273716926575","2.14560985565186","2.17311811447144","2.130779504776","2.11886811256409","2.20300507545471","2.22442058485775","2.28798928734888","2.32365257512009","2.29926366272929",
"Brunei Darussalam","BRN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.441588345621308","0.415024118094421","0.412784088120452","0.391325075783909","0.349566090457242","0.352223341789449","0.361416369919352","0.385790739075012","0.33705792252507","0.370909362543838","0.467930163559324","0.432030543547482","0.426992431927023","0.444290151769897","0.501410902256045","0.577400993089798","0.616397190181171","0.60690191284179","0.671063780207977","0.519486611677136","0.598981497310687","0.70520681142807","0.676012277603149","0.668107867240906","0.649697363376617","0.685113608837128","0.666354417800903","0.646853625774384","0.689994312292698","0.65525701907812","0.577115871375634","0.639882817098749",
"Bhutan","BTN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0914070830597","6.41898243370769","6.83598093179095","7.2461992723557","7.97027212771646","8.45330261391764","8.97476298898525","9.96134781588436","10.9041108184902","11.4160440501345","11.9836503706415","12.3476408893429","12.7362991064657","12.872756289943","13.0006931619771","13.3494787203183","13.6517653606049","13.6851182676725","14.1675093073026","14.7468360326004","15.424787901572","16.3968048095703","17.1476078033447","18.1354026794434","18.6770706176758","18.5867748260498","18.8310470581055","19.2083396911621","19.0902106943486","18.9233569632059","19.9793589469701","",
"Botswana","BWA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96562678569942","0.982401658566371","1.02428355884916","1.13128777627992","1.21245949539054","1.27253083810782","1.45099621942576","1.49758493609137","1.6285237099975","1.83449514740453","2.04806105008084","2.16943641208651","2.16150788536833","2.18875597850781","2.34636992425554","2.62701483017357","2.73882633190886","2.79816381224936","2.87535265326326","3.04167728508563","3.27365247481652","3.65465807914734","3.96378684043884","4.12584924697876","4.2844295501709","4.43012523651123","4.57505702972412","4.73384952545166","4.60805143099757","4.55948963730898","4.70125053839542","4.62768586878898",
"Central African Republic","CAF","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.176960692846","212.144456847763","213.18929540119","201.103624736335","244.967101686538","263.684680290222","249.769020956086","247.556627613817","243.787453213414","250.219304672422","265.489667758643","260.746007603062","250.654885678693","249.088671943543","231.807021779095","234.172864009686","234.737281383174","232.76184566367","244.544369000366","244.716096754405","251.993412791024","256.761352539063","262.128997802734","254.347152709961","290.945220947266","283.523742675781","280.047790527344","286.829162597656","276.707466096007","278.173040699525","280.30850170093","277.927267635292",
"Canada","CAN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.241556","1.23759","1.227694","1.214689","1.206599","1.208429","1.20741","1.200565","1.185044","1.19081","1.227599","1.220464","1.229333","1.225714","1.232662","1.213644","1.205365","1.212099","1.23439","1.202244","1.22182","1.239904","1.244607","1.224","1.230358","1.248042","1.207045","1.212304","1.206524","1.246847","1.245722","1.253066",
"Central Europe and the Baltics","CEB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.932648","1.970548","1.967576","1.966647","1.948334","1.922398","1.887059","1.843691","1.827589","1.802836","1.788887","1.769144","1.70976","1.715249","1.691806","1.686548","1.598848","1.532132","1.493049","1.470062","1.466062","1.397498","1.354072","1.312477","1.281761","1.235788","1.201964","1.187726","1.178866","1.177269","1.139775","1.104516",
"Channel Islands","CHI","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.867424","198.002684","216.379009","233.858165","257.820204","276.068909","275.731798","279.35646","279.127145","281.522416","287.045251","291.559246","296.823184","304.406164","319.718102","333.69","318.574722","323.878962","340.400833","354.325885","359.83702","348.016847","347.228507","349.680536","367.213907","391.178861","397.250703","397.689401","396.229413","408.021643","417.724619","430.349555",
"China","CHN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6940129431413","1.74862378148055","1.84968896486026","2.08124758927271","2.45785260463311","2.73635659808179","2.86200162106265","2.85896692378352","2.80169502251632","2.72786598212133","2.72245762481289","2.71697551489684","2.69138826845576","2.70800472542878","2.82054994615733","2.84155096404273","2.86473217912075","3.00551509782116","3.17883742853148","3.15197397724752","3.3288672443397","3.5244677066803","3.56096792221069","3.66364479064941","3.75884985923767","3.87069725990295","3.98883724212646","4.18381118774414","4.22919801949583","4.20833989926923","4.17865906865122","4.18734161232525",
"Cote d'Ivoire","CIV","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.175001855752","129.673359865313","126.753843036978","131.438970845031","188.385514181197","204.893990897529","211.236361842197","215.798641915053","224.89324670304","220.047294617244","218.617408251831","228.50144434911","235.304401410273","238.314588603827","226.274589148962","222.249751125543","218.5284451096","219.349817109782","226.785738414713","228.063028833987","228.771603384486","236.910583496094","241.715377807617","247.241607666016","246.519332885742","250.638244628906","252.410827636719","253.74560546875","249.398340478422","245.506943741288","244.947329669735","240.750606182979",
"Cameroon","CMR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.492299766788","164.789761904841","159.059468218281","217.216732910015","233.131881949269","239.744468205518","236.400346502873","246.71714941217","246.571588340002","240.422450510624","238.696880098036","239.202054457822","242.066023408721","242.016921443321","236.018798003887","231.948413956201","230.18007644577","225.222880404747","231.902367720436","238.72886083254","237.517299004289","238.707077026367","242.193954467773","241.0830078125","239.119338989258","240.708267211914","237.443756103516","232.801391601563","231.682689797872","230.273903597322","228.783037490037","226.712347642433",
"Congo, Dem. Rep.","COD","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.33606003684005E-10","1.7303451699299E-08","6.69155298073265E-07","1.14890229518476E-05","0.00302209019029919","0.016765779470358","0.121537792436341","0.349642299518145","0.438880028796616","2.34525175641868","62.6097952172395","105.964990142109","137.434553451504","152.855271496823","158.334856388804","199.376658884421","219.181035425082","256.675518180815","303.386231092131","399.902696223634","477.291719035363","532.063415527344","583.254638671875","558.906616210938","530.017639160156","508.595520019531","494.126708984375","645.390563964844","825.725997694134","859.040108845432","881.926698080141","953.435097511451",
"Congo, Rep.","COG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.72158008906","96.9372668396828","93.2900640324401","90.0994503529078","120.637424098451","122.172353023374","141.561563223387","146.070526166898","118.123900317789","150.676196833","216.646182459383","182.369062468616","176.447802197349","165.676272950683","188.46276922919","221.708545659175","239.54818915111","248.965654720861","284.02301253041","222.482865379044","284.512918786805","309.251190185547","316.116363525391","316.151916503906","314.805084228516","311.999053955078","316.625274658203","297.673980712891","359.95402515874","348.230146115793","296.408958438189","339.427934493866",
"Colombia","COL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.370287684516","214.216057293188","256.912014730236","313.306583971332","374.538018228943","435.999542379283","500.383731366019","574.736676607877","652.30092398544","724.431556882977","787.390682359257","820.236792676884","855.851375285727","896.602256714515","936.755751866149","951.445919668298","976.569800980961","1000.33692115543","1056.86662353001","1092.81561261212","1120.92454263501","1168.24304199219","1203.58520507813","1206.67907714844","1220.60729980469","1276.47937011719","1298.142605","1328.016627","1322.160543","1343.601781","1320.0954","1358.650605",
"Comoros","COM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.598331910967","173.186353861596","157.873320790377","158.586553776745","169.892594767005","180.249657858032","182.670663127109","181.233954568912","181.630241050387","189.514725405907","191.666058207507","203.619361143766","208.856529506647","215.284073514302","216.759955014223","210.833298635234","210.884799012534","212.614537742882","215.172883275868","215.910686574388","216.92058636042","218.977584838867","213.963623046875","211.500030517578","206.343109130859","203.344039916992","197.570556640625","190.125900268555","189.098399094675","193.594878678551","192.575668199353","189.295984892368",
